id,age,department,distancefromhome,education,employeecount,gender,jobrole,job_satisfaction,marital_status,monthly_income,num_companies_worked,performancerating,total_working_years,work_life_balance,years_at_company,years_since_last_promotion
775,55,Research & Development,2,Below College,1,Male,Manager,Low,Single,16756,7,Excellent,31,Best,9,6
776,43,Sales,25,Bachelor,1,Male,Sales Executive,Very High,Divorced,10798,5,Excellent,18,Better,1,0
777,20,Sales,9,Bachelor,1,Female,Sales Representative,Very High,Single,2323,1,Excellent,2,Better,2,0
778,21,Research & Development,10,Bachelor,1,Female,Laboratory Technician,Low,Single,1416,1,Excellent,1,Good,1,1
779,46,Research & Development,8,Master,1,Female,Research Scientist,Low,Divorced,4615,8,Outstanding,19,Better,16,1
780,51,Research & Development,4,Master,1,Male,Research Scientist,High,Married,2461,9,Excellent,18,Best,10,2
781,28,Research & Development,24,College,1,Male,Healthcare Representative,Low,Single,8722,1,Excellent,10,Good,10,1
782,26,Research & Development,1,College,1,Male,Laboratory Technician,Low,Married,3955,1,Excellent,6,Better,5,1
783,30,Research & Development,20,Bachelor,1,Male,Manufacturing Director,Low,Married,9957,0,Excellent,7,Good,6,0
784,41,Research & Development,7,College,1,Female,Research Scientist,High,Married,3376,1,Excellent,10,Better,10,0
785,38,Research & Development,17,Below College,1,Female,Healthcare Representative,High,Married,8823,0,Excellent,20,Good,19,1
786,40,Research & Development,20,Master,1,Male,Healthcare Representative,Very High,Married,10322,4,Outstanding,14,Better,11,11
787,27,Research & Development,8,Doctor,1,Male,Laboratory Technician,High,Married,4621,1,Excellent,3,Better,3,1
788,55,Research & Development,2,Below College,1,Male,Manufacturing Director,Medium,Married,10976,3,Excellent,23,Better,3,1
789,28,Research & Development,10,Bachelor,1,Female,Research Scientist,High,Single,3660,3,Excellent,10,Best,8,1
790,44,Human Resources,1,College,1,Male,Human Resources,Low,Married,10482,9,Excellent,24,Better,20,3
791,33,Research & Development,5,Bachelor,1,Male,Healthcare Representative,Very High,Divorced,7119,4,Excellent,9,Better,3,1
792,35,Sales,4,Bachelor,1,Male,Sales Executive,Low,Single,9582,0,Outstanding,9,Better,8,4
793,33,Research & Development,29,Master,1,Female,Research Scientist,High,Single,4508,1,Outstanding,14,Better,13,3
794,28,Research & Development,15,College,1,Male,Laboratory Technician,High,Divorced,2207,1,Excellent,4,Good,4,2
795,34,Research & Development,3,Below College,1,Male,Healthcare Representative,Very High,Single,7756,0,Excellent,7,Good,6,0
796,37,Sales,10,Master,1,Female,Sales Executive,Very High,Divorced,6694,2,Excellent,8,Better,1,0
797,25,Research & Development,4,Below College,1,Male,Laboratory Technician,Very High,Married,3691,1,Excellent,7,Best,7,5
798,26,Research & Development,21,Bachelor,1,Male,Laboratory Technician,High,Divorced,2377,1,Outstanding,1,Good,1,0
799,33,Research & Development,25,Bachelor,1,Male,Research Scientist,Medium,Single,2313,4,Outstanding,5,Better,2,2
800,42,Research & Development,2,College,1,Male,Manager,Low,Married,17665,0,Excellent,23,Better,22,13
801,28,Research & Development,1,Bachelor,1,Male,Laboratory Technician,Medium,Divorced,2596,1,Excellent,1,Better,1,0
802,50,Sales,1,Master,1,Male,Sales Executive,High,Single,4728,3,Excellent,5,Better,0,0
803,33,Sales,7,Bachelor,1,Female,Sales Executive,Medium,Married,4302,0,Excellent,4,Better,3,0
804,34,Research & Development,3,Master,1,Male,Research Scientist,Very High,Married,2979,3,Excellent,6,Better,0,0
805,48,Research & Development,1,Master,1,Male,Manager,Very High,Single,16885,2,Outstanding,27,Good,5,2
806,45,Sales,9,Master,1,Female,Sales Executive,High,Married,5593,1,Excellent,15,Better,15,4
807,52,Research & Development,7,Master,1,Male,Healthcare Representative,Medium,Single,10445,7,Excellent,18,Better,8,4
808,38,Sales,10,Master,1,Male,Sales Executive,High,Divorced,8740,0,Excellent,9,Better,8,2
809,29,Research & Development,28,Master,1,Female,Research Scientist,Very High,Divorced,2514,4,Outstanding,11,Better,7,1
810,28,Research & Development,3,Bachelor,1,Female,Manufacturing Director,Medium,Divorced,7655,0,Excellent,10,Good,9,1
811,46,Sales,3,Below College,1,Male,Manager,High,Married,17465,3,Excellent,23,Better,12,4
812,38,Sales,2,College,1,Male,Sales Executive,Medium,Single,7351,7,Excellent,10,Better,1,0
813,43,Research & Development,27,Bachelor,1,Female,Manufacturing Director,Low,Married,10820,8,Excellent,18,Better,8,0
814,39,Research & Development,2,Bachelor,1,Male,Healthcare Representative,Very High,Divorced,12169,7,Excellent,21,Better,18,11
815,40,Research & Development,14,Bachelor,1,Male,Research Director,High,Single,19626,1,Excellent,21,Best,20,4
816,21,Research & Development,1,Below College,1,Female,Research Scientist,Medium,Single,2070,1,Excellent,2,Best,2,2
817,39,Research & Development,9,Bachelor,1,Male,Laboratory Technician,Medium,Single,6782,9,Excellent,9,Good,5,0
818,36,Research & Development,18,Master,1,Male,Manufacturing Director,Very High,Single,7779,2,Outstanding,18,Better,11,0
819,31,Sales,20,Bachelor,1,Male,Sales Representative,Very High,Married,2791,0,Excellent,3,Better,2,2
820,28,Research & Development,2,Below College,1,Male,Research Scientist,Medium,Married,3201,0,Excellent,6,Bad,5,0
821,35,Sales,11,College,1,Male,Sales Executive,Very High,Divorced,4968,1,Excellent,5,Better,5,0
822,49,Sales,8,Master,1,Male,Sales Executive,Medium,Married,13120,6,Excellent,22,Better,9,2
823,34,Research & Development,2,College,1,Male,Manufacturing Director,High,Single,4033,2,Excellent,5,Good,3,0
824,29,Research & Development,10,Bachelor,1,Female,Research Scientist,Medium,Divorced,3291,0,Excellent,8,Good,7,1
825,42,Research & Development,29,Bachelor,1,Male,Laboratory Technician,Very High,Single,4272,4,Excellent,16,Better,1,0
826,29,Research & Development,8,Below College,1,Male,Manufacturing Director,Very High,Married,5056,1,Excellent,10,Good,10,1
827,38,Human Resources,1,Bachelor,1,Male,Human Resources,High,Married,2844,1,Excellent,7,Best,7,5
828,28,Research & Development,6,Bachelor,1,Male,Research Scientist,High,Divorced,2703,1,Excellent,3,Better,3,0
829,18,Research & Development,8,Below College,1,Male,Laboratory Technician,High,Single,1904,1,Excellent,0,Better,0,0
830,33,Sales,9,Master,1,Female,Sales Executive,Low,Single,8224,0,Excellent,6,Better,5,0
831,41,Research & Development,12,Master,1,Male,Laboratory Technician,Very High,Married,4766,3,Excellent,6,Better,1,0
832,31,Research & Development,15,Bachelor,1,Male,Laboratory Technician,High,Married,2610,1,Excellent,2,Good,2,2
833,37,Research & Development,25,College,1,Female,Healthcare Representative,Very High,Divorced,5731,7,Excellent,9,Better,6,1
834,27,Research & Development,6,Bachelor,1,Male,Research Scientist,High,Married,2539,1,Excellent,4,Better,4,2
835,34,Sales,9,Below College,1,Female,Sales Executive,High,Married,5714,1,Outstanding,6,Good,6,1
836,35,Human Resources,8,Master,1,Male,Human Resources,High,Single,4323,1,Excellent,6,Bad,5,1
837,29,Sales,23,Below College,1,Female,Sales Executive,Low,Married,7336,1,Excellent,11,Bad,11,3
838,40,Research & Development,9,Master,1,Female,Research Director,High,Single,13499,9,Excellent,20,Good,18,2
839,42,Sales,12,Bachelor,1,Male,Sales Executive,Low,Single,13758,0,Excellent,22,Good,21,13
840,42,Sales,4,Master,1,Male,Sales Executive,Low,Single,5155,7,Excellent,9,Best,6,1
841,35,Research & Development,1,Master,1,Male,Laboratory Technician,High,Married,2258,6,Excellent,10,Better,8,1
842,24,Research & Development,24,Bachelor,1,Male,Laboratory Technician,Medium,Single,3597,8,Outstanding,6,Better,4,1
843,28,Research & Development,12,Below College,1,Female,Laboratory Technician,Very High,Married,2515,1,Excellent,1,Good,1,0
844,26,Research & Development,3,Master,1,Male,Laboratory Technician,Very High,Married,4420,1,Outstanding,8,Better,8,0
845,30,Sales,10,Bachelor,1,Male,Sales Executive,High,Married,6578,1,Excellent,10,Better,10,1
846,40,Research & Development,26,College,1,Female,Research Scientist,Very High,Married,4422,3,Excellent,16,Bad,1,0
847,35,Research & Development,2,Bachelor,1,Male,Manufacturing Director,Medium,Divorced,10274,2,Excellent,15,Best,7,6
848,34,Research & Development,1,Bachelor,1,Male,Healthcare Representative,Low,Single,5343,0,Outstanding,14,Better,13,4
849,35,Research & Development,4,Master,1,Male,Laboratory Technician,Very High,Married,2376,1,Excellent,2,Best,2,2
850,43,Sales,9,Bachelor,1,Female,Sales Executive,High,Single,5346,8,Excellent,7,Good,4,1
851,32,Sales,2,Below College,1,Female,Sales Representative,Low,Divorced,2827,1,Excellent,1,Better,1,0
852,56,Research & Development,4,Master,1,Female,Manager,Low,Divorced,19943,4,Excellent,28,Better,5,4
853,29,Research & Development,6,Below College,1,Female,Laboratory Technician,Very High,Married,3131,1,Excellent,10,Better,10,0
854,19,Research & Development,9,College,1,Male,Research Scientist,Low,Single,2552,1,Outstanding,1,Better,1,0
855,45,Research & Development,7,Bachelor,1,Female,Research Scientist,High,Married,4477,4,Excellent,7,Good,3,0
856,37,Research & Development,1,Bachelor,1,Female,Manufacturing Director,Very High,Married,6474,1,Excellent,14,Good,14,3
857,20,Research & Development,3,Bachelor,1,Male,Laboratory Technician,High,Single,3033,1,Excellent,2,Good,2,1
858,44,Research & Development,10,Master,1,Male,Research Scientist,High,Single,2936,1,Excellent,6,Better,6,0
859,53,Research & Development,7,College,1,Female,Manager,High,Divorced,18606,3,Excellent,26,Better,7,4
860,29,Research & Development,15,Below College,1,Female,Research Scientist,Very High,Married,2168,0,Excellent,6,Good,5,1
861,22,Research & Development,3,Master,1,Male,Research Scientist,Very High,Married,2853,0,Excellent,1,Better,0,0
862,46,Sales,2,Bachelor,1,Female,Manager,Low,Married,17048,8,Outstanding,28,Better,26,15
863,44,Research & Development,17,Bachelor,1,Male,Research Scientist,High,Single,2290,2,Excellent,6,Better,0,0
864,33,Human Resources,2,Bachelor,1,Male,Human Resources,High,Married,3600,1,Excellent,5,Better,5,1
865,41,Research & Development,5,College,1,Male,Research Scientist,Low,Divorced,2107,6,Excellent,5,Bad,1,0
866,30,Sales,29,Master,1,Male,Sales Executive,Low,Divorced,4115,8,Excellent,8,Better,4,0
867,40,Sales,2,Master,1,Male,Sales Executive,Medium,Married,4327,5,Excellent,5,Better,0,0
868,50,Research & Development,2,Bachelor,1,Female,Manager,Low,Married,17856,2,Outstanding,32,Better,2,2
869,28,Research & Development,19,Master,1,Male,Laboratory Technician,Low,Married,3196,1,Excellent,6,Better,6,3
870,46,Research & Development,15,College,1,Male,Research Director,Medium,Married,19081,5,Excellent,25,Better,4,0
871,35,Sales,17,Master,1,Male,Sales Executive,Low,Married,8966,3,Excellent,15,Better,7,1
872,24,Research & Development,17,College,1,Female,Laboratory Technician,Medium,Married,2210,1,Excellent,1,Bad,1,0
873,33,Sales,25,Bachelor,1,Female,Sales Executive,High,Married,4539,1,Excellent,10,Good,10,0
874,36,Research & Development,6,Master,1,Male,Laboratory Technician,High,Divorced,2741,1,Excellent,7,Better,7,1
875,30,Research & Development,7,Master,1,Male,Laboratory Technician,High,Divorced,3491,1,Excellent,10,Good,10,8
876,44,Research & Development,29,Master,1,Male,Research Scientist,Very High,Single,4541,1,Outstanding,20,Better,20,13
877,20,Sales,21,Bachelor,1,Male,Sales Representative,Very High,Single,2678,1,Excellent,2,Better,2,2
878,46,Research & Development,2,Master,1,Male,Manufacturing Director,Very High,Divorced,7379,2,Excellent,12,Good,6,1
879,42,Human Resources,2,Doctor,1,Male,Human Resources,Low,Married,6272,7,Excellent,10,Best,4,0
880,60,Sales,7,Master,1,Male,Sales Executive,Very High,Divorced,5220,0,Excellent,12,Better,11,1
881,32,Research & Development,13,Bachelor,1,Female,Laboratory Technician,Medium,Married,2743,1,Outstanding,2,Better,2,2
882,32,Research & Development,2,College,1,Female,Research Scientist,High,Single,4998,4,Excellent,10,Better,8,0
883,36,Research & Development,1,Bachelor,1,Female,Manufacturing Director,Low,Divorced,10252,2,Outstanding,17,Better,7,7
884,33,Research & Development,9,Bachelor,1,Male,Research Scientist,Very High,Married,2781,0,Excellent,15,Better,14,4
885,40,Sales,10,Bachelor,1,Female,Sales Executive,Medium,Divorced,6852,7,Excellent,7,Best,5,1
886,25,Sales,10,Master,1,Male,Sales Executive,Very High,Single,4950,0,Excellent,5,Better,4,1
887,30,Research & Development,1,Bachelor,1,Male,Research Scientist,Medium,Married,3579,0,Outstanding,12,Better,11,5
888,42,Research & Development,26,Doctor,1,Female,Research Director,Low,Married,13191,3,Excellent,20,Better,1,0
889,35,Sales,8,College,1,Female,Sales Executive,Very High,Married,10377,4,Excellent,16,Good,13,4
890,27,Research & Development,14,Bachelor,1,Male,Research Scientist,Low,Married,2235,1,Excellent,9,Good,9,6
891,54,Research & Development,1,Master,1,Female,Manufacturing Director,High,Divorced,10502,7,Excellent,33,Bad,5,1
892,44,Research & Development,2,Below College,1,Female,Research Scientist,Very High,Married,2011,1,Excellent,10,Better,10,7
893,19,Research & Development,10,Bachelor,1,Female,Research Scientist,Medium,Single,1859,1,Outstanding,1,Best,1,0
894,29,Research & Development,1,Bachelor,1,Female,Research Scientist,Very High,Divorced,3760,1,Excellent,3,Better,3,1
895,54,Research & Development,3,Bachelor,1,Male,Research Director,Very High,Married,17779,3,Excellent,36,Better,10,0
896,31,Research & Development,11,College,1,Male,Healthcare Representative,Low,Married,6833,1,Excellent,6,Good,6,0
897,31,Research & Development,24,Bachelor,1,Female,Healthcare Representative,Low,Single,6812,1,Excellent,10,Better,10,1
898,59,Sales,3,Bachelor,1,Female,Sales Executive,Very High,Single,5171,5,Excellent,13,Better,6,0
899,43,Research & Development,3,Bachelor,1,Male,Research Director,Very High,Married,19740,3,Excellent,25,Better,8,0
900,49,Research & Development,4,College,1,Male,Manager,High,Married,18711,2,Excellent,23,Best,1,0
901,36,Research & Development,3,Bachelor,1,Male,Research Scientist,Medium,Married,3692,1,Excellent,12,Good,11,0
902,48,Research & Development,2,College,1,Male,Laboratory Technician,Medium,Single,2559,5,Excellent,7,Good,1,0
903,27,Research & Development,4,College,1,Male,Research Scientist,High,Divorced,2517,1,Excellent,5,Better,5,0
904,29,Research & Development,7,Bachelor,1,Male,Healthcare Representative,Very High,Divorced,6623,1,Excellent,6,Better,6,1
905,48,Research & Development,1,Bachelor,1,Male,Research Director,Very High,Single,18265,6,Excellent,25,Best,1,0
906,29,Research & Development,1,Bachelor,1,Female,Research Director,Very High,Divorced,16124,3,Excellent,9,Good,7,1
907,34,Research & Development,20,Bachelor,1,Female,Research Scientist,High,Married,2585,0,Excellent,2,Good,1,0
908,44,Sales,5,Bachelor,1,Male,Manager,Medium,Married,18213,7,Excellent,26,Better,22,3
909,33,Sales,10,Doctor,1,Male,Sales Executive,High,Divorced,8380,0,Excellent,10,Better,9,0
910,19,Research & Development,25,Bachelor,1,Female,Research Scientist,Very High,Single,2994,1,Excellent,1,Better,1,0
911,23,Research & Development,1,College,1,Male,Research Scientist,High,Married,1223,1,Outstanding,1,Better,1,0
912,25,Sales,24,Below College,1,Male,Sales Representative,Very High,Single,1118,1,Excellent,1,Better,1,1
913,26,Research & Development,4,College,1,Male,Research Scientist,Very High,Single,2875,1,Outstanding,8,Good,8,2
914,45,Sales,2,Bachelor,1,Female,Manager,Medium,Single,18824,2,Excellent,26,Better,24,1
915,55,Research & Development,8,Below College,1,Male,Healthcare Representative,Medium,Divorced,13577,1,Excellent,34,Better,33,15
916,21,Research & Development,10,College,1,Female,Laboratory Technician,High,Single,2625,1,Outstanding,2,Bad,2,2
917,46,Sales,4,College,1,Female,Manager,Medium,Married,18789,2,Excellent,26,Better,11,0
918,34,Sales,2,Bachelor,1,Female,Sales Executive,Low,Single,4538,0,Excellent,4,Better,3,0
919,51,Sales,9,Bachelor,1,Male,Manager,Medium,Divorced,19847,4,Outstanding,31,Good,29,11
920,59,Research & Development,18,Master,1,Male,Manufacturing Director,Very High,Single,10512,6,Excellent,25,Good,9,5
921,34,Research & Development,19,Bachelor,1,Female,Laboratory Technician,Medium,Divorced,4444,4,Excellent,15,Best,11,5
922,28,Research & Development,1,Master,1,Male,Laboratory Technician,High,Single,2154,0,Excellent,5,Good,4,0
923,44,Research & Development,4,College,1,Male,Manager,Low,Divorced,19190,1,Excellent,26,Good,25,14
924,34,Human Resources,11,Bachelor,1,Male,Human Resources,Medium,Married,4490,4,Excellent,14,Best,10,1
925,35,Research & Development,6,Below College,1,Male,Research Scientist,High,Married,3506,0,Excellent,4,Better,3,2
926,42,Research & Development,7,Master,1,Female,Research Scientist,Medium,Married,2372,6,Excellent,18,Better,1,0
927,43,Sales,4,Master,1,Female,Sales Executive,Very High,Single,10231,3,Excellent,23,Best,21,15
928,36,Research & Development,2,Master,1,Female,Manufacturing Director,Medium,Single,5410,9,Excellent,18,Better,16,5
929,44,Research & Development,15,Bachelor,1,Female,Healthcare Representative,Very High,Married,7978,1,Excellent,10,Better,10,0
930,28,Research & Development,2,Bachelor,1,Male,Laboratory Technician,Very High,Married,3867,1,Excellent,2,Better,2,2
931,51,Research & Development,6,College,1,Female,Laboratory Technician,High,Single,2838,0,Excellent,8,Good,7,7
932,30,Research & Development,9,College,1,Female,Manufacturing Director,High,Single,4695,7,Excellent,10,Better,8,1
933,29,Research & Development,7,Bachelor,1,Female,Laboratory Technician,High,Divorced,3339,3,Excellent,10,Better,7,7
934,28,Research & Development,1,Bachelor,1,Male,Research Scientist,Low,Single,2080,2,Excellent,5,Good,3,1
935,25,Research & Development,1,Bachelor,1,Female,Research Scientist,Medium,Single,2096,1,Excellent,2,Good,2,2
936,32,Sales,8,Bachelor,1,Male,Sales Executive,Very High,Married,6209,1,Excellent,10,Best,10,0
937,45,Research & Development,25,Bachelor,1,Female,Manager,Medium,Single,18061,3,Outstanding,22,Better,0,0
938,39,Research & Development,13,Master,1,Female,Manager,Medium,Divorced,17123,6,Excellent,21,Better,19,15
939,58,Research & Development,23,Master,1,Male,Research Scientist,High,Divorced,2372,1,Excellent,2,Better,2,2
940,32,Research & Development,7,College,1,Male,Laboratory Technician,High,Married,4883,1,Excellent,10,Better,10,1
941,39,Research & Development,23,Bachelor,1,Male,Research Scientist,Low,Single,3904,0,Excellent,6,Better,5,0
942,30,Research & Development,6,Bachelor,1,Female,Laboratory Technician,Very High,Married,4627,0,Excellent,10,Better,9,6
943,36,Research & Development,10,Master,1,Female,Healthcare Representative,High,Married,7094,3,Excellent,10,Better,7,1
944,46,Human Resources,1,College,1,Female,Human Resources,Low,Single,3423,6,Excellent,10,Best,7,5
945,28,Research & Development,1,Bachelor,1,Female,Laboratory Technician,Very High,Married,6674,0,Excellent,10,Better,9,7
946,50,Research & Development,28,Bachelor,1,Female,Research Director,Low,Married,16880,4,Excellent,25,Better,3,1
947,40,Sales,25,Master,1,Male,Sales Executive,Medium,Single,9094,2,Excellent,9,Better,5,1
948,52,Sales,5,Bachelor,1,Male,Sales Executive,Medium,Single,8446,9,Excellent,10,Good,8,7
949,30,Research & Development,17,Master,1,Female,Manager,Low,Married,11916,1,Outstanding,9,Better,9,0
950,39,Research & Development,18,College,1,Male,Manufacturing Director,High,Single,4534,0,Excellent,9,Better,8,1
951,31,Sales,2,Master,1,Female,Sales Executive,High,Divorced,9852,1,Excellent,10,Good,10,9
952,41,Sales,10,College,1,Male,Sales Executive,Medium,Single,6151,1,Excellent,19,Better,19,11
953,31,Sales,1,Bachelor,1,Female,Sales Representative,Medium,Single,2302,1,Excellent,3,Best,3,2
954,44,Research & Development,3,Bachelor,1,Male,Laboratory Technician,Low,Married,2362,4,Excellent,10,Best,3,1
955,42,Research & Development,2,Below College,1,Male,Manager,High,Married,17861,0,Excellent,21,Good,20,2
956,55,Research & Development,2,College,1,Female,Manager,High,Married,19187,4,Excellent,23,Better,19,9
957,56,Human Resources,8,Master,1,Male,Manager,Medium,Single,19717,6,Excellent,36,Better,7,7
958,40,Research & Development,16,College,1,Male,Research Scientist,High,Divorced,3544,9,Excellent,6,Better,4,0
959,34,Research & Development,9,Bachelor,1,Male,Healthcare Representative,Very High,Divorced,8500,0,Excellent,10,Good,9,1
960,40,Research & Development,2,Bachelor,1,Male,Research Scientist,Very High,Single,4661,1,Excellent,9,Better,9,8
961,41,Sales,1,Bachelor,1,Female,Sales Executive,Low,Divorced,4103,0,Excellent,10,Better,9,1
962,35,Research & Development,4,Master,1,Male,Research Scientist,High,Single,4249,1,Excellent,9,Better,9,1
963,51,Human Resources,5,Bachelor,1,Male,Manager,Medium,Divorced,14026,1,Excellent,33,Better,33,0
964,38,Sales,2,College,1,Female,Sales Executive,Low,Divorced,6893,3,Excellent,11,Better,7,1
965,34,Sales,15,College,1,Female,Sales Executive,Low,Single,6125,1,Excellent,10,Best,10,9
966,25,Research & Development,19,Below College,1,Male,Laboratory Technician,Very High,Married,3669,3,Excellent,7,Good,3,1
967,58,Research & Development,7,Master,1,Female,Manufacturing Director,Low,Married,10008,7,Excellent,31,Good,10,5
968,40,Research & Development,1,Master,1,Male,Laboratory Technician,Medium,Married,2387,3,Outstanding,7,Better,4,0
969,36,Sales,7,Bachelor,1,Female,Sales Executive,Low,Married,4639,2,Excellent,17,Good,15,6
970,48,Research & Development,4,Bachelor,1,Male,Manufacturing Director,Very High,Single,7898,1,Excellent,11,Better,10,0
971,27,Sales,11,Bachelor,1,Female,Sales Representative,Very High,Married,2534,8,Excellent,5,Better,1,0
972,51,Research & Development,11,College,1,Female,Manufacturing Director,Medium,Single,13142,3,Excellent,29,Good,5,0
973,18,Research & Development,1,Bachelor,1,Female,Laboratory Technician,Very High,Single,1611,1,Excellent,0,Best,0,0
974,35,Research & Development,1,Bachelor,1,Female,Laboratory Technician,Very High,Married,5363,0,Excellent,10,Better,9,0
975,27,Sales,2,Below College,1,Male,Sales Executive,Very High,Single,5071,3,Outstanding,8,Better,6,0
976,55,Sales,13,Master,1,Male,Sales Executive,High,Single,13695,6,Excellent,24,Good,19,3
977,56,Research & Development,23,Bachelor,1,Male,Manufacturing Director,Medium,Married,13402,4,Excellent,33,Better,19,15
978,34,Research & Development,26,Below College,1,Female,Research Scientist,High,Divorced,2029,1,Outstanding,5,Better,5,0
979,40,Research & Development,2,Below College,1,Female,Healthcare Representative,High,Divorced,6377,5,Outstanding,15,Better,12,11
980,34,Research & Development,29,Bachelor,1,Male,Laboratory Technician,High,Married,5429,4,Excellent,10,Better,8,7
981,31,Sales,2,Bachelor,1,Female,Sales Representative,Very High,Single,2785,7,Excellent,3,Best,1,0
982,35,Sales,18,Master,1,Female,Sales Executive,High,Married,4614,0,Excellent,5,Good,4,3
983,38,Research & Development,7,Bachelor,1,Male,Research Scientist,High,Divorced,2610,1,Excellent,4,Better,4,0
984,34,Research & Development,2,Master,1,Female,Healthcare Representative,Very High,Single,6687,1,Excellent,14,Best,14,4
985,28,Sales,26,Bachelor,1,Male,Sales Executive,Low,Married,4724,1,Excellent,5,Better,5,0
986,31,Research & Development,22,Master,1,Male,Manufacturing Director,High,Married,6179,1,Excellent,10,Good,10,6
987,39,Sales,21,Master,1,Male,Sales Executive,Very High,Married,6120,3,Excellent,8,Best,5,1
988,51,Sales,2,Bachelor,1,Male,Sales Executive,Medium,Married,10596,2,Excellent,14,Better,4,3
989,41,Research & Development,22,Bachelor,1,Female,Research Scientist,Very High,Divorced,5467,3,Excellent,12,Good,6,3
990,37,Research & Development,4,Below College,1,Male,Research Scientist,High,Married,2996,7,Excellent,8,Better,6,1
991,33,Sales,5,Below College,1,Male,Sales Executive,Very High,Married,9998,6,Excellent,8,Best,5,1
992,32,Sales,2,Below College,1,Male,Sales Executive,Medium,Married,4078,0,Excellent,4,Good,3,1
993,39,Research & Development,25,College,1,Male,Healthcare Representative,High,Married,10920,3,Outstanding,13,Better,6,0
994,25,Sales,18,Below College,1,Male,Sales Executive,High,Married,6232,2,Excellent,6,Good,3,1
995,52,Research & Development,28,College,1,Female,Manufacturing Director,High,Married,13247,2,Excellent,24,Good,5,0
996,43,Research & Development,6,Bachelor,1,Female,Research Scientist,High,Single,4081,1,Excellent,20,Bad,20,1
997,27,Sales,10,Bachelor,1,Female,Sales Executive,Very High,Married,5769,1,Excellent,6,Better,6,4
998,27,Research & Development,17,Master,1,Female,Research Scientist,High,Single,2394,1,Excellent,8,Better,8,7
999,26,Research & Development,2,Below College,1,Male,Research Scientist,Very High,Single,3904,0,Excellent,5,Better,4,1
1000,42,Human Resources,10,Bachelor,1,Female,Manager,Low,Married,16799,0,Excellent,21,Better,20,0
1001,52,Research & Development,8,Master,1,Female,Laboratory Technician,Low,Married,2950,9,Excellent,12,Bad,5,0
1002,37,Research & Development,11,Bachelor,1,Female,Laboratory Technician,High,Single,3629,4,Excellent,8,Better,3,0
1003,35,Research & Development,18,College,1,Male,Manufacturing Director,Very High,Single,9362,2,Excellent,10,Better,2,2
1004,25,Research & Development,1,Bachelor,1,Male,Laboratory Technician,Very High,Married,3229,4,Excellent,7,Good,3,0
1005,26,Research & Development,7,Bachelor,1,Male,Laboratory Technician,Low,Single,3578,0,Excellent,8,Better,7,0
1006,29,Human Resources,17,Bachelor,1,Male,Human Resources,Low,Single,7988,1,Excellent,10,Good,10,0
1007,49,Research & Development,28,College,1,Male,Laboratory Technician,Low,Single,4284,3,Outstanding,20,Better,4,1
1008,29,Research & Development,14,Below College,1,Female,Healthcare Representative,Very High,Single,7553,0,Excellent,9,Better,8,7
1009,54,Research & Development,1,Bachelor,1,Female,Research Director,Very High,Single,17328,6,Excellent,29,Good,20,12
1010,58,Research & Development,1,Bachelor,1,Female,Research Director,Low,Married,19701,3,Outstanding,32,Better,9,1
1011,55,Research & Development,1,Master,1,Male,Research Director,Very High,Divorced,14732,2,Excellent,31,Best,7,0
1012,36,Sales,3,Master,1,Female,Sales Executive,Medium,Single,9278,3,Excellent,15,Better,5,0
1013,31,Sales,1,Master,1,Female,Sales Representative,High,Single,1359,1,Excellent,1,Better,1,0
1014,30,Sales,7,Master,1,Female,Sales Executive,Low,Divorced,4779,7,Excellent,8,Better,3,0
1015,31,Research & Development,8,Doctor,1,Female,Research Director,Medium,Single,16422,3,Excellent,9,Best,3,1
1016,34,Research & Development,1,Master,1,Male,Research Scientist,Low,Divorced,2996,5,Excellent,10,Better,4,1
1017,31,Research & Development,8,Bachelor,1,Female,Research Scientist,Medium,Single,1261,1,Excellent,1,Best,1,0
1018,27,Research & Development,11,Below College,1,Male,Laboratory Technician,Low,Married,2099,0,Excellent,6,Best,5,1
1019,36,Research & Development,4,Master,1,Male,Laboratory Technician,Very High,Single,5810,1,Excellent,10,Good,10,1
1020,36,Sales,16,Master,1,Female,Sales Executive,Low,Married,5647,4,Excellent,11,Good,3,0
1021,47,Research & Development,1,Bachelor,1,Male,Research Scientist,Very High,Married,3420,7,Excellent,17,Good,6,1
1022,25,Sales,9,College,1,Male,Sales Representative,Low,Married,4400,3,Excellent,6,Better,3,2
1023,37,Research & Development,5,College,1,Male,Laboratory Technician,High,Single,3500,0,Excellent,7,Bad,6,1
1024,56,Research & Development,1,College,1,Female,Research Scientist,Low,Married,2066,2,Outstanding,5,Best,3,1
1025,47,Research & Development,2,Master,1,Female,Research Director,High,Married,17169,3,Excellent,26,Best,20,5
1026,24,Sales,4,Below College,1,Female,Sales Executive,High,Married,4162,1,Excellent,5,Better,5,0
1027,32,Sales,7,Doctor,1,Male,Sales Executive,Very High,Married,9204,4,Excellent,7,Good,4,0
1028,34,Research & Development,1,Bachelor,1,Female,Laboratory Technician,Medium,Married,3294,5,Excellent,7,Good,5,0
1029,41,Research & Development,5,Doctor,1,Male,Research Scientist,High,Married,2127,2,Excellent,7,Good,4,0
1030,40,Research & Development,9,Master,1,Male,Laboratory Technician,High,Divorced,3975,3,Excellent,11,Best,8,0
1031,31,Sales,8,College,1,Male,Sales Executive,Very High,Divorced,10793,1,Excellent,13,Better,13,9
