id,age,department,distance_from_home,education,employee_count,gender,job_role,job_satisfaction,marital_status,monthly_income,num_companies_worked,performance_rating,total_working_years,years_at_company,years_since_last_promotion,yearly_income
886,25,Sales,10,Master,1,Male,Sales Executive,Very High,Single,4950,0,Excellent,5,4,1,59400
887,30,Research & Development,1,Bachelor,1,Male,Research Scientist,Medium,Married,3579,0,Outstanding,12,11,5,42948
888,42,Research & Development,26,Doctor,1,Female,Research Director,Low,Married,13191,3,Excellent,20,1,0,158292
889,35,Sales,8,College,1,Female,Sales Executive,Very High,Married,10377,4,Excellent,16,13,4,124524
890,27,Research & Development,14,Bachelor,1,Male,Research Scientist,Low,Married,2235,1,Excellent,9,9,6,26820
891,54,Research & Development,1,Master,1,Female,Manufacturing Director,High,Divorced,10502,7,Excellent,33,5,1,126024
893,19,Research & Development,10,Bachelor,1,Female,Research Scientist,Medium,Single,1859,1,Outstanding,1,1,0,22308
894,29,Research & Development,1,Bachelor,1,Female,Research Scientist,Very High,Divorced,3760,1,Excellent,3,3,1,45120
895,54,Research & Development,3,Bachelor,1,Male,Research Director,Very High,Married,17779,3,Excellent,36,10,0,213348
896,31,Research & Development,11,College,1,Male,Healthcare Representative,Low,Married,6833,1,Excellent,6,6,0,81996
897,31,Research & Development,24,Bachelor,1,Female,Healthcare Representative,Low,Single,6812,1,Excellent,10,10,1,81744
898,59,Sales,3,Bachelor,1,Female,Sales Executive,Very High,Single,5171,5,Excellent,13,6,0,62052
899,43,Research & Development,3,Bachelor,1,Male,Research Director,Very High,Married,19740,3,Excellent,25,8,0,236880
900,49,Research & Development,4,College,1,Male,Manager,High,Married,18711,2,Excellent,23,1,0,224532
901,36,Research & Development,3,Bachelor,1,Male,Research Scientist,Medium,Married,3692,1,Excellent,12,11,0,44304
902,48,Research & Development,2,College,1,Male,Laboratory Technician,Medium,Single,2559,5,Excellent,7,1,0,30708
903,27,Research & Development,4,College,1,Male,Research Scientist,High,Divorced,2517,1,Excellent,5,5,0,30204
904,29,Research & Development,7,Bachelor,1,Male,Healthcare Representative,Very High,Divorced,6623,1,Excellent,6,6,1,79476
905,48,Research & Development,1,Bachelor,1,Male,Research Director,Very High,Single,18265,6,Excellent,25,1,0,219180
906,29,Research & Development,1,Bachelor,1,Female,Research Director,Very High,Divorced,16124,3,Excellent,9,7,1,193488
907,34,Research & Development,20,Bachelor,1,Female,Research Scientist,High,Married,2585,0,Excellent,2,1,0,31020
908,44,Sales,5,Bachelor,1,Male,Manager,Medium,Married,18213,7,Excellent,26,22,3,218556
909,33,Sales,10,Doctor,1,Male,Sales Executive,High,Divorced,8380,0,Excellent,10,9,0,100560
910,19,Research & Development,25,Bachelor,1,Female,Research Scientist,Very High,Single,2994,1,Excellent,1,1,0,35928
911,23,Research & Development,1,College,1,Male,Research Scientist,High,Married,1223,1,Outstanding,1,1,0,14676
913,26,Research & Development,4,College,1,Male,Research Scientist,Very High,Single,2875,1,Outstanding,8,8,2,34500
914,45,Sales,2,Bachelor,1,Female,Manager,Medium,Single,18824,2,Excellent,26,24,1,225888
916,21,Research & Development,10,College,1,Female,Laboratory Technician,High,Single,2625,1,Outstanding,2,2,2,31500
917,46,Sales,4,College,1,Female,Manager,Medium,Married,18789,2,Excellent,26,11,0,225468
918,34,Sales,2,Bachelor,1,Female,Sales Executive,Low,Single,4538,0,Excellent,4,3,0,54456
919,51,Sales,9,Bachelor,1,Male,Manager,Medium,Divorced,19847,4,Outstanding,31,29,11,238164
920,59,Research & Development,18,Master,1,Male,Manufacturing Director,Very High,Single,10512,6,Excellent,25,9,5,126144
921,34,Research & Development,19,Bachelor,1,Female,Laboratory Technician,Medium,Divorced,4444,4,Excellent,15,11,5,53328
922,28,Research & Development,1,Master,1,Male,Laboratory Technician,High,Single,2154,0,Excellent,5,4,0,25848
923,44,Research & Development,4,College,1,Male,Manager,Low,Divorced,19190,1,Excellent,26,25,14,230280
924,34,Human Resources,11,Bachelor,1,Male,Human Resources,Medium,Married,4490,4,Excellent,14,10,1,53880
926,42,Research & Development,7,Master,1,Female,Research Scientist,Medium,Married,2372,6,Excellent,18,1,0,28464
927,43,Sales,4,Master,1,Female,Sales Executive,Very High,Single,10231,3,Excellent,23,21,15,122772
928,36,Research & Development,2,Master,1,Female,Manufacturing Director,Medium,Single,5410,9,Excellent,18,16,5,64920
929,44,Research & Development,15,Bachelor,1,Female,Healthcare Representative,Very High,Married,7978,1,Excellent,10,10,0,95736
930,28,Research & Development,2,Bachelor,1,Male,Laboratory Technician,Very High,Married,3867,1,Excellent,2,2,2,46404
931,51,Research & Development,6,College,1,Female,Laboratory Technician,High,Single,2838,0,Excellent,8,7,7,34056
932,30,Research & Development,9,College,1,Female,Manufacturing Director,High,Single,4695,7,Excellent,10,8,1,56340
933,29,Research & Development,7,Bachelor,1,Female,Laboratory Technician,High,Divorced,3339,3,Excellent,10,7,7,40068
934,28,Research & Development,1,Bachelor,1,Male,Research Scientist,Low,Single,2080,2,Excellent,5,3,1,24960
935,25,Research & Development,1,Bachelor,1,Female,Research Scientist,Medium,Single,2096,1,Excellent,2,2,2,25152
936,32,Sales,8,Bachelor,1,Male,Sales Executive,Very High,Married,6209,1,Excellent,10,10,0,74508
937,45,Research & Development,25,Bachelor,1,Female,Manager,Medium,Single,18061,3,Outstanding,22,0,0,216732
938,39,Research & Development,13,Master,1,Female,Manager,Medium,Divorced,17123,6,Excellent,21,19,15,205476
939,58,Research & Development,23,Master,1,Male,Research Scientist,High,Divorced,2372,1,Excellent,2,2,2,28464
940,32,Research & Development,7,College,1,Male,Laboratory Technician,High,Married,4883,1,Excellent,10,10,1,58596
941,39,Research & Development,23,Bachelor,1,Male,Research Scientist,Low,Single,3904,0,Excellent,6,5,0,46848
942,30,Research & Development,6,Bachelor,1,Female,Laboratory Technician,Very High,Married,4627,0,Excellent,10,9,6,55524
943,36,Research & Development,10,Master,1,Female,Healthcare Representative,High,Married,7094,3,Excellent,10,7,1,85128
944,46,Human Resources,1,College,1,Female,Human Resources,Low,Single,3423,6,Excellent,10,7,5,41076
945,28,Research & Development,1,Bachelor,1,Female,Laboratory Technician,Very High,Married,6674,0,Excellent,10,9,7,80088
946,50,Research & Development,28,Bachelor,1,Female,Research Director,Low,Married,16880,4,Excellent,25,3,1,202560
947,40,Sales,25,Master,1,Male,Sales Executive,Medium,Single,9094,2,Excellent,9,5,1,109128
948,52,Sales,5,Bachelor,1,Male,Sales Executive,Medium,Single,8446,9,Excellent,10,8,7,101352
949,30,Research & Development,17,Master,1,Female,Manager,Low,Married,11916,1,Outstanding,9,9,0,142992
950,39,Research & Development,18,College,1,Male,Manufacturing Director,High,Single,4534,0,Excellent,9,8,1,54408
951,31,Sales,2,Master,1,Female,Sales Executive,High,Divorced,9852,1,Excellent,10,10,9,118224
952,41,Sales,10,College,1,Male,Sales Executive,Medium,Single,6151,1,Excellent,19,19,11,73812
953,31,Sales,1,Bachelor,1,Female,Sales Representative,Medium,Single,2302,1,Excellent,3,3,2,27624
954,44,Research & Development,3,Bachelor,1,Male,Laboratory Technician,Low,Married,2362,4,Excellent,10,3,1,28344
956,55,Research & Development,2,College,1,Female,Manager,High,Married,19187,4,Excellent,23,19,9,230244
957,56,Human Resources,8,Master,1,Male,Manager,Medium,Single,19717,6,Excellent,36,7,7,236604
958,40,Research & Development,16,College,1,Male,Research Scientist,High,Divorced,3544,9,Excellent,6,4,0,42528
959,34,Research & Development,9,Bachelor,1,Male,Healthcare Representative,Very High,Divorced,8500,0,Excellent,10,9,1,102000
960,40,Research & Development,2,Bachelor,1,Male,Research Scientist,Very High,Single,4661,1,Excellent,9,9,8,55932
961,41,Sales,1,Bachelor,1,Female,Sales Executive,Low,Divorced,4103,0,Excellent,10,9,1,49236
962,35,Research & Development,4,Master,1,Male,Research Scientist,High,Single,4249,1,Excellent,9,9,1,50988
963,51,Human Resources,5,Bachelor,1,Male,Manager,Medium,Divorced,14026,1,Excellent,33,33,0,168312
964,38,Sales,2,College,1,Female,Sales Executive,Low,Divorced,6893,3,Excellent,11,7,1,82716
965,34,Sales,15,College,1,Female,Sales Executive,Low,Single,6125,1,Excellent,10,10,9,73500
967,58,Research & Development,7,Master,1,Female,Manufacturing Director,Low,Married,10008,7,Excellent,31,10,5,120096
968,40,Research & Development,1,Master,1,Male,Laboratory Technician,Medium,Married,2387,3,Outstanding,7,4,0,28644
969,36,Sales,7,Bachelor,1,Female,Sales Executive,Low,Married,4639,2,Excellent,17,15,6,55668
970,48,Research & Development,4,Bachelor,1,Male,Manufacturing Director,Very High,Single,7898,1,Excellent,11,10,0,94776
971,27,Sales,11,Bachelor,1,Female,Sales Representative,Very High,Married,2534,8,Excellent,5,1,0,30408
972,51,Research & Development,11,College,1,Female,Manufacturing Director,Medium,Single,13142,3,Excellent,29,5,0,157704
973,18,Research & Development,1,Bachelor,1,Female,Laboratory Technician,Very High,Single,1611,1,Excellent,0,0,0,19332
974,35,Research & Development,1,Bachelor,1,Female,Laboratory Technician,Very High,Married,5363,0,Excellent,10,9,0,64356
976,55,Sales,13,Master,1,Male,Sales Executive,High,Single,13695,6,Excellent,24,19,3,164340
977,56,Research & Development,23,Bachelor,1,Male,Manufacturing Director,Medium,Married,13402,4,Excellent,33,19,15,160824
980,34,Research & Development,29,Bachelor,1,Male,Laboratory Technician,High,Married,5429,4,Excellent,10,8,7,65148
981,31,Sales,2,Bachelor,1,Female,Sales Representative,Very High,Single,2785,7,Excellent,3,1,0,33420
982,35,Sales,18,Master,1,Female,Sales Executive,High,Married,4614,0,Excellent,5,4,3,55368
983,38,Research & Development,7,Bachelor,1,Male,Research Scientist,High,Divorced,2610,1,Excellent,4,4,0,31320
984,34,Research & Development,2,Master,1,Female,Healthcare Representative,Very High,Single,6687,1,Excellent,14,14,4,80244
985,28,Sales,26,Bachelor,1,Male,Sales Executive,Low,Married,4724,1,Excellent,5,5,0,56688
986,31,Research & Development,22,Master,1,Male,Manufacturing Director,High,Married,6179,1,Excellent,10,10,6,74148
987,39,Sales,21,Master,1,Male,Sales Executive,Very High,Married,6120,3,Excellent,8,5,1,73440
988,51,Sales,2,Bachelor,1,Male,Sales Executive,Medium,Married,10596,2,Excellent,14,4,3,127152
989,41,Research & Development,22,Bachelor,1,Female,Research Scientist,Very High,Divorced,5467,3,Excellent,12,6,3,65604
993,39,Research & Development,25,College,1,Male,Healthcare Representative,High,Married,10920,3,Outstanding,13,6,0,131040
995,52,Research & Development,28,College,1,Female,Manufacturing Director,High,Married,13247,2,Excellent,24,5,0,158964
996,43,Research & Development,6,Bachelor,1,Female,Research Scientist,High,Single,4081,1,Excellent,20,20,1,48972
997,27,Sales,10,Bachelor,1,Female,Sales Executive,Very High,Married,5769,1,Excellent,6,6,4,69228
998,27,Research & Development,17,Master,1,Female,Research Scientist,High,Single,2394,1,Excellent,8,8,7,28728
1000,42,Human Resources,10,Bachelor,1,Female,Manager,Low,Married,16799,0,Excellent,21,20,0,201588
1001,52,Research & Development,8,Master,1,Female,Laboratory Technician,Low,Married,2950,9,Excellent,12,5,0,35400
1002,37,Research & Development,11,Bachelor,1,Female,Laboratory Technician,High,Single,3629,4,Excellent,8,3,0,43548
1003,35,Research & Development,18,College,1,Male,Manufacturing Director,Very High,Single,9362,2,Excellent,10,2,2,112344
1004,25,Research & Development,1,Bachelor,1,Male,Laboratory Technician,Very High,Married,3229,4,Excellent,7,3,0,38748
1005,26,Research & Development,7,Bachelor,1,Male,Laboratory Technician,Low,Single,3578,0,Excellent,8,7,0,42936
1006,29,Human Resources,17,Bachelor,1,Male,Human Resources,Low,Single,7988,1,Excellent,10,10,0,95856
1007,49,Research & Development,28,College,1,Male,Laboratory Technician,Low,Single,4284,3,Outstanding,20,4,1,51408
1009,54,Research & Development,1,Bachelor,1,Female,Research Director,Very High,Single,17328,6,Excellent,29,20,12,207936
1010,58,Research & Development,1,Bachelor,1,Female,Research Director,Low,Married,19701,3,Outstanding,32,9,1,236412
1011,55,Research & Development,1,Master,1,Male,Research Director,Very High,Divorced,14732,2,Excellent,31,7,0,176784
1012,36,Sales,3,Master,1,Female,Sales Executive,Medium,Single,9278,3,Excellent,15,5,0,111336
1013,31,Sales,1,Master,1,Female,Sales Representative,High,Single,1359,1,Excellent,1,1,0,16308
1014,30,Sales,7,Master,1,Female,Sales Executive,Low,Divorced,4779,7,Excellent,8,3,0,57348
1015,31,Research & Development,8,Doctor,1,Female,Research Director,Medium,Single,16422,3,Excellent,9,3,1,197064
1016,34,Research & Development,1,Master,1,Male,Research Scientist,Low,Divorced,2996,5,Excellent,10,4,1,35952
1017,31,Research & Development,8,Bachelor,1,Female,Research Scientist,Medium,Single,1261,1,Excellent,1,1,0,15132
1019,36,Research & Development,4,Master,1,Male,Laboratory Technician,Very High,Single,5810,1,Excellent,10,10,1,69720
1020,36,Sales,16,Master,1,Female,Sales Executive,Low,Married,5647,4,Excellent,11,3,0,67764
1021,47,Research & Development,1,Bachelor,1,Male,Research Scientist,Very High,Married,3420,7,Excellent,17,6,1,41040
1022,25,Sales,9,College,1,Male,Sales Representative,Low,Married,4400,3,Excellent,6,3,2,52800
1023,37,Research & Development,5,College,1,Male,Laboratory Technician,High,Single,3500,0,Excellent,7,6,1,42000
1024,56,Research & Development,1,College,1,Female,Research Scientist,Low,Married,2066,2,Outstanding,5,3,1,24792
1025,47,Research & Development,2,Master,1,Female,Research Director,High,Married,17169,3,Excellent,26,20,5,206028
1027,32,Sales,7,Doctor,1,Male,Sales Executive,Very High,Married,9204,4,Excellent,7,4,0,110448
1028,34,Research & Development,1,Bachelor,1,Female,Laboratory Technician,Medium,Married,3294,5,Excellent,7,5,0,39528
1029,41,Research & Development,5,Doctor,1,Male,Research Scientist,High,Married,2127,2,Excellent,7,4,0,25524
1030,40,Research & Development,9,Master,1,Male,Laboratory Technician,High,Divorced,3975,3,Excellent,11,8,0,47700
1031,31,Sales,8,College,1,Male,Sales Executive,Very High,Divorced,10793,1,Excellent,13,13,9,129516
1032,46,Sales,9,Bachelor,1,Male,Sales Executive,Very High,Divorced,10096,4,Excellent,28,7,4,121152
1033,39,Research & Development,2,Bachelor,1,Female,Laboratory Technician,Low,Single,3646,2,Outstanding,11,1,0,43752
1034,31,Research & Development,1,Doctor,1,Female,Manufacturing Director,Medium,Single,7446,1,Excellent,10,10,4,89352
1035,45,Research & Development,20,Bachelor,1,Male,Healthcare Representative,Low,Divorced,10851,2,Excellent,24,7,0,130212
1036,31,Human Resources,8,College,1,Female,Human Resources,Medium,Single,2109,9,Excellent,8,3,0,25308
1037,31,Research & Development,2,Bachelor,1,Male,Laboratory Technician,Very High,Married,3722,6,Excellent,7,2,2,44664
1038,45,Research & Development,29,Bachelor,1,Male,Manufacturing Director,Very High,Married,9380,4,Excellent,10,3,1,112560
1039,48,Sales,7,Bachelor,1,Male,Sales Executive,Low,Divorced,5486,4,Excellent,15,2,2,65832
1040,34,Human Resources,9,Master,1,Female,Human Resources,High,Married,2742,1,Excellent,2,2,2,32904
1042,28,Sales,5,Bachelor,1,Male,Sales Executive,Low,Single,8463,0,Excellent,6,5,1,101556
1043,44,Research & Development,5,Bachelor,1,Male,Laboratory Technician,High,Single,3162,3,Excellent,7,5,0,37944
1044,53,Research & Development,2,Bachelor,1,Male,Research Director,Medium,Single,16598,4,Excellent,35,9,8,199176
1045,49,Research & Development,5,Master,1,Male,Healthcare Representative,High,Married,6651,2,Excellent,20,3,1,79812
1046,40,Research & Development,2,Bachelor,1,Male,Research Scientist,High,Divorced,2345,2,Excellent,8,3,1,28140
1047,44,Research & Development,20,Bachelor,1,Male,Research Scientist,Medium,Single,3420,1,Excellent,6,5,1,41040
1048,33,Sales,7,Bachelor,1,Male,Sales Executive,Low,Married,4373,0,Excellent,5,4,0,52476
1049,34,Sales,3,Bachelor,1,Male,Sales Executive,Low,Single,4759,3,Excellent,15,13,3,57108
1051,42,Research & Development,9,College,1,Female,Laboratory Technician,Very High,Single,3673,1,Excellent,12,12,5,44076
1052,44,Sales,1,Doctor,1,Female,Sales Executive,High,Married,4768,7,Excellent,11,1,0,57216
1053,30,Research & Development,7,Bachelor,1,Male,Research Scientist,High,Divorced,1274,1,Excellent,1,1,0,15288
1054,57,Research & Development,1,College,1,Male,Research Scientist,High,Married,4900,0,Outstanding,13,12,2,58800
1055,49,Research & Development,7,Master,1,Male,Healthcare Representative,Medium,Divorced,10466,3,Excellent,29,8,0,125592
1056,34,Research & Development,15,Bachelor,1,Male,Research Director,Low,Divorced,17007,7,Excellent,16,14,6,204084
1057,28,Sales,1,Bachelor,1,Male,Sales Representative,High,Married,2909,3,Excellent,5,3,1,34908
1058,29,Sales,13,Bachelor,1,Female,Sales Executive,Medium,Single,5765,5,Excellent,7,5,0,69180
1059,34,Sales,24,Master,1,Female,Sales Executive,Medium,Single,4599,0,Outstanding,16,15,10,55188
1061,24,Research & Development,9,Bachelor,1,Male,Laboratory Technician,Low,Single,3172,2,Excellent,4,0,0,38064
1062,24,Sales,13,College,1,Female,Sales Representative,Medium,Married,2033,1,Excellent,1,1,0,24396
1064,29,Sales,19,Bachelor,1,Male,Sales Executive,High,Divorced,8620,1,Excellent,10,10,0,103440
1065,30,Human Resources,1,Bachelor,1,Male,Human Resources,High,Divorced,2064,0,Outstanding,6,5,1,24768
1066,55,Research & Development,4,Master,1,Male,Healthcare Representative,High,Married,4035,0,Excellent,4,3,1,48420
1067,33,Research & Development,4,Master,1,Female,Laboratory Technician,Medium,Married,3838,8,Excellent,8,5,0,46056
1068,47,Sales,14,Bachelor,1,Female,Sales Executive,High,Married,4591,3,Excellent,11,5,1,55092
1069,28,Research & Development,2,College,1,Male,Laboratory Technician,Low,Single,2561,7,Excellent,8,0,0,30732
1070,28,Research & Development,1,Bachelor,1,Male,Research Scientist,High,Divorced,1563,1,Excellent,1,1,0,18756
1071,28,Sales,7,Bachelor,1,Male,Sales Executive,Low,Single,4898,0,Excellent,5,4,1,58776
1072,49,Research & Development,3,College,1,Female,Laboratory Technician,Low,Married,4789,4,Outstanding,10,3,1,57468
1075,33,Research & Development,8,Doctor,1,Male,Healthcare Representative,High,Single,6388,2,Excellent,14,0,0,76656
1076,32,Research & Development,10,Bachelor,1,Male,Manager,Very High,Single,11244,2,Outstanding,10,5,0,134928
1077,54,Research & Development,11,Master,1,Female,Manager,Very High,Divorced,16032,3,Outstanding,26,14,1,192384
1078,29,Research & Development,1,Master,1,Male,Research Scientist,Low,Single,2362,6,Excellent,11,9,0,28344
1079,44,Research & Development,28,Bachelor,1,Male,Research Director,Low,Married,16328,3,Excellent,24,20,14,195936
1080,39,Research & Development,6,Bachelor,1,Female,Manufacturing Director,Medium,Single,8376,4,Excellent,9,2,2,100512
1081,46,Sales,3,Bachelor,1,Female,Manager,Medium,Married,16606,8,Excellent,23,13,5,199272
1082,35,Research & Development,16,Bachelor,1,Female,Healthcare Representative,Medium,Single,8606,1,Excellent,11,11,3,103272
1084,40,Research & Development,9,Master,1,Male,Laboratory Technician,Low,Single,2018,3,Excellent,15,5,1,24216
1085,34,Sales,1,Bachelor,1,Male,Sales Executive,High,Married,7083,1,Excellent,10,10,8,84996
1086,31,Research & Development,3,Bachelor,1,Female,Research Scientist,High,Single,4084,1,Excellent,7,7,7,49008
1087,50,Research & Development,22,Doctor,1,Male,Research Director,Very High,Single,14411,1,Excellent,32,32,13,172932
1088,34,Sales,7,College,1,Male,Sales Representative,High,Married,2308,0,Outstanding,12,11,5,27696
1089,42,Research & Development,2,Bachelor,1,Male,Laboratory Technician,Medium,Married,4841,4,Excellent,4,1,0,58092
1090,37,Research & Development,13,Bachelor,1,Male,Research Scientist,Very High,Married,4285,1,Excellent,10,10,3,51420
1092,33,Research & Development,25,Bachelor,1,Male,Manufacturing Director,Medium,Single,4320,1,Excellent,5,5,0,51840
1093,45,Research & Development,28,Bachelor,1,Male,Research Scientist,Very High,Married,2132,4,Outstanding,8,5,0,25584
1094,42,Research & Development,2,Bachelor,1,Male,Healthcare Representative,Very High,Married,10124,2,Excellent,24,20,13,121488
1095,40,Sales,9,College,1,Male,Sales Executive,Low,Married,5473,0,Excellent,9,8,7,65676
1096,33,Research & Development,28,Master,1,Male,Laboratory Technician,High,Married,5207,1,Excellent,15,15,5,62484
1097,40,Human Resources,6,College,1,Male,Manager,Very High,Single,16437,1,Outstanding,21,21,7,197244
1098,24,Research & Development,21,College,1,Male,Laboratory Technician,Low,Divorced,2296,0,Excellent,2,1,0,27552
1099,40,Research & Development,8,College,1,Male,Healthcare Representative,Very High,Divorced,4069,3,Excellent,8,2,2,48828
1100,45,Research & Development,1,Master,1,Male,Healthcare Representative,Medium,Divorced,7441,1,Excellent,10,10,7,89292
1101,35,Sales,28,Master,1,Female,Sales Representative,High,Married,2430,0,Outstanding,6,5,4,29160
1102,32,Research & Development,5,College,1,Female,Research Scientist,Medium,Married,5878,3,Excellent,12,7,2,70536
1103,36,Sales,2,Master,1,Male,Sales Representative,Very High,Single,2644,3,Outstanding,7,3,1,31728
1104,48,Sales,16,Master,1,Female,Sales Executive,High,Divorced,6439,8,Excellent,18,8,7,77268
1105,29,Research & Development,9,Bachelor,1,Male,Research Scientist,High,Married,2451,6,Excellent,5,1,0,29412
1106,33,Sales,8,Master,1,Male,Sales Executive,Low,Married,6392,2,Excellent,8,2,2,76704
1107,30,Sales,1,Bachelor,1,Male,Sales Executive,Low,Married,9714,1,Excellent,10,10,6,116568
1108,38,Human Resources,10,Master,1,Male,Human Resources,High,Married,6077,3,Excellent,10,6,1,72924
1109,35,Research & Development,1,Bachelor,1,Male,Laboratory Technician,Low,Single,2450,1,Excellent,3,3,1,29400
1110,30,Sales,29,Master,1,Male,Sales Executive,Medium,Married,9250,3,Excellent,9,4,1,111000
1111,35,Research & Development,2,Bachelor,1,Female,Laboratory Technician,Low,Divorced,2074,1,Excellent,1,1,0,24888
1112,53,Research & Development,2,Doctor,1,Female,Manufacturing Director,Very High,Married,10169,0,Excellent,34,33,1,122028
1113,38,Research & Development,2,Bachelor,1,Male,Manufacturing Director,Medium,Married,4855,4,Excellent,7,5,1,58260
1114,32,Research & Development,1,Master,1,Male,Research Scientist,Low,Married,4087,4,Excellent,9,6,1,49044
1115,48,Research & Development,15,Master,1,Female,Research Scientist,Low,Married,2367,8,Excellent,10,8,7,28404
1116,34,Research & Development,7,Master,1,Male,Research Scientist,Very High,Single,2972,1,Excellent,1,1,0,35664
1117,55,Sales,26,Doctor,1,Male,Manager,Very High,Married,19586,1,Outstanding,36,36,2,235032
1118,34,Research & Development,1,Master,1,Male,Research Scientist,Very High,Married,5484,9,Excellent,9,2,2,65808
1119,26,Research & Development,3,Bachelor,1,Female,Research Scientist,Very High,Married,2061,1,Outstanding,1,1,0,24732
1120,38,Sales,14,Bachelor,1,Male,Sales Executive,Medium,Married,9924,0,Excellent,10,9,7,119088
1121,38,Sales,16,Bachelor,1,Female,Sales Executive,Medium,Single,4198,2,Excellent,8,3,1,50376
1122,36,Sales,1,Master,1,Female,Sales Executive,High,Single,6815,6,Excellent,15,1,0,81780
1124,35,Research & Development,10,Master,1,Female,Healthcare Representative,High,Single,6142,3,Excellent,10,5,0,73704
1125,39,Sales,6,Bachelor,1,Male,Sales Executive,High,Married,8237,2,Excellent,11,7,7,98844
1127,50,Sales,9,Bachelor,1,Male,Manager,High,Married,19331,4,Excellent,27,1,0,231972
1128,23,Research & Development,10,Bachelor,1,Male,Research Scientist,High,Married,2073,2,Excellent,4,2,2,24876
1129,36,Research & Development,6,Master,1,Male,Laboratory Technician,Low,Married,5562,3,Excellent,9,3,0,66744
1130,42,Research & Development,9,College,1,Male,Manager,Very High,Single,19613,8,Outstanding,24,1,0,235356
1131,35,Research & Development,28,Bachelor,1,Male,Laboratory Technician,High,Married,3407,1,Excellent,10,10,6,40884
1132,34,Research & Development,10,Master,1,Male,Healthcare Representative,High,Married,5063,1,Excellent,8,8,7,60756
1133,40,Sales,14,College,1,Female,Sales Executive,Low,Married,4639,1,Excellent,5,5,1,55668
1134,43,Research & Development,27,Bachelor,1,Male,Laboratory Technician,Medium,Divorced,4876,5,Excellent,8,6,0,58512
1135,35,Research & Development,7,College,1,Male,Laboratory Technician,Very High,Married,2690,1,Excellent,1,1,0,32280
1136,46,Sales,1,Master,1,Male,Manager,Low,Single,17567,1,Excellent,27,26,0,210804
1137,28,Research & Development,24,Bachelor,1,Male,Laboratory Technician,Medium,Married,2408,1,Excellent,1,1,0,28896
1138,22,Research & Development,26,College,1,Female,Research Scientist,High,Married,2814,1,Excellent,4,4,1,33768
1139,50,Research & Development,20,Doctor,1,Male,Healthcare Representative,High,Married,11245,2,Excellent,32,30,12,134940
1140,32,Research & Development,5,Master,1,Female,Research Scientist,Very High,Married,3312,3,Excellent,6,3,0,39744
1141,44,Research & Development,7,Bachelor,1,Female,Research Director,Very High,Divorced,19049,0,Excellent,23,22,1,228588
1142,30,Research & Development,7,Bachelor,1,Male,Research Scientist,Medium,Married,2141,1,Excellent,6,6,1,25692
1143,45,Research & Development,5,Doctor,1,Female,Laboratory Technician,Low,Single,5769,1,Excellent,10,10,1,69228
1144,45,Sales,26,Bachelor,1,Male,Sales Executive,Low,Married,4385,1,Excellent,10,10,4,52620
1145,31,Sales,2,Master,1,Male,Sales Executive,Low,Single,5332,7,Excellent,10,5,0,63984
1146,36,Research & Development,12,Master,1,Female,Manufacturing Director,High,Married,4663,9,Excellent,7,3,1,55956
1147,34,Research & Development,10,Master,1,Male,Manufacturing Director,Very High,Divorced,4724,1,Excellent,9,9,7,56688
1148,49,Research & Development,25,Master,1,Female,Laboratory Technician,Low,Married,3211,1,Excellent,10,9,1,38532
1149,39,Research & Development,10,Doctor,1,Male,Manufacturing Director,Low,Married,5377,2,Excellent,10,7,7,64524
1150,27,Research & Development,19,Bachelor,1,Male,Laboratory Technician,Low,Divorced,4066,1,Excellent,7,7,0,48792
1151,35,Research & Development,18,Doctor,1,Male,Research Scientist,Low,Married,5208,1,Excellent,16,16,1,62496
1152,28,Research & Development,27,Bachelor,1,Female,Manufacturing Director,Low,Divorced,4877,0,Outstanding,6,5,0,58524
1154,18,Sales,3,College,1,Female,Sales Representative,Very High,Single,1569,1,Excellent,0,0,0,18828
1155,47,Human Resources,26,Master,1,Female,Manager,High,Married,19658,3,Excellent,27,5,1,235896
1156,39,Research & Development,3,College,1,Male,Laboratory Technician,High,Divorced,3069,0,Excellent,11,10,0,36828
1157,40,Research & Development,15,Bachelor,1,Female,Manufacturing Director,High,Married,10435,1,Excellent,18,18,14,125220
1158,35,Research & Development,8,Master,1,Female,Healthcare Representative,High,Married,4148,1,Excellent,15,14,2,49776
1159,37,Research & Development,19,Bachelor,1,Male,Manufacturing Director,High,Married,5768,3,Excellent,9,4,0,69216
1160,39,Research & Development,4,Bachelor,1,Female,Manufacturing Director,High,Single,5042,0,Excellent,10,9,3,60504
1161,45,Research & Development,2,College,1,Female,Manufacturing Director,Very High,Divorced,5770,1,Excellent,10,10,3,69240
1162,38,Research & Development,2,College,1,Female,Manufacturing Director,High,Married,7756,3,Excellent,10,5,0,93072
1163,35,Sales,10,Bachelor,1,Male,Sales Executive,Low,Married,10306,9,Excellent,15,13,6,123672
1164,37,Research & Development,10,Bachelor,1,Female,Research Scientist,Medium,Married,3936,1,Excellent,8,8,7,47232
1165,40,Research & Development,16,Bachelor,1,Female,Manufacturing Director,Very High,Single,7945,6,Excellent,18,4,3,95340
1166,44,Human Resources,1,Doctor,1,Male,Human Resources,Very High,Married,5743,4,Excellent,14,10,0,68916
1167,48,Research & Development,4,Doctor,1,Male,Manager,Very High,Married,15202,2,Outstanding,23,2,2,182424
1168,35,Sales,15,College,1,Male,Sales Executive,Very High,Divorced,5440,6,Excellent,7,2,2,65280
